"","looker_id","looker_id_seq","looker_gender","width_left_px","sc_width_left_px","ir_width_left_px","ir_width_alt_left_px","width_right_px","sc_width_right_px","ir_width_right_px","ir_width_alt_right_px","height_left_px","sc_height_left_px","ir_height_left_px","height_right_px","sc_height_right_px","ir_height_right_px","complete_area_left","complete_area_right","eye_opening_area_left","eye_opening_area_right","iris_pupil_area_left","iris_pupil_area_right","sclera_area_left","sclera_area_right","hac_left","hac_right","hrc_left","hrc_right","ril_left","ril_right","luminance_slope_left","luminance_slope_right","width_px","sc_width_px","ir_width_px","ir_width_alt_px","height_px","sc_height_px","ir_height_px","complete_area","eye_opening_area","iris_pupil_area","sclera_area","hac","hrc","ril","lum_slope","lum_slope_abs","whr_px","ssi_px","ssi_alt_px","ssr","hei_left_px","hei_right_px","hei_px","luminance_slope_abs_left","luminance_slope_abs_right","whr_left_px","whr_right_px","ssi_left_px","ssi_alt_left_px","ssi_right_px","ssi_alt_right_px","ssr_left","ssr_right"
"20","F21",20,"f",1573.98422713349,1433.62920738976,743.978504917985,736.991830575768,1703.73597750385,1496.26021428427,743.773027148067,724.070908302057,611.498473416809,607.673966549772,608.752435243312,591.20912342,587.777819301115,587.559464057821,135.736,132.695,130.869,126.268,76.996,74.785,53.873,51.483,91.2767,92.819,95.0179,102.181,1771.82577779701,1895.12270088646,-14.8726943883204,-15.5223506195963,1573.98422713349,1433.62920738976,743.978504917985,736.991830575768,611.498473416809,607.673966549772,608.752435243312,135.736,130.869,76.996,53.873,92.04785,98.59945,18.3347423934174,-15.1975225039584,15.1975225039584,2.57397899677279,1.92697665041788,1.94524436759327,41.16559307399,18930.5820879276,22988.5345538141,18930.5820879276,14.8726943883204,15.5223506195963,2.57397899677279,2.88178228314231,1.92697665041788,1.94524436759327,2.54562211289865,2.0664553666339,41.16559307399,40.7728007096018
"21","F22",21,"f",1928.23049322559,1756.77070863787,826.342751784028,797.430486622,1877.54675356647,1694.5057459699,826.678610683136,795.467166354823,797.937930374698,793.041653126432,802.168654678951,769.450822086169,767.151238305582,800.118022212695,209.177,202.562,202.495,194.069,104.199,101.11,98.296,92.959,79.2317,83.0927,90.2688,50.173,2786.58659825163,2799.66135504774,12.9444526131778,-12.7136649479015,1928.23049322559,1756.77070863787,826.342751784028,797.430486622,797.937930374698,793.041653126432,802.168654678951,209.177,202.495,104.199,98.296,81.1622,70.2209,27.9312397664969,0.115393832638135,12.8290587805397,2.41651689915295,2.12595887704599,2.20303930951993,48.5424331464975,18361.3068717993,18164.5796692311,18361.3068717993,12.9444526131778,12.7136649479015,2.41651689915295,2.44011273972778,2.12595887704599,2.20303930951993,2.20882879588721,2.13020199656368,48.5424331464975,47.899973720687
"22","F23",22,"f",1833.96561922245,1668.74683731625,812.952510979577,782.54809763808,1774.39185456032,1644.82364829942,827.989071697205,788.96525320883,651.523508354881,649.77432379006,656.01124180596,611.933294952408,609.614951506113,624.464337451126,171.33,154.199,166.58,151.44,92.568,88.864,74.012,62.576,100.884,92.5362,99.5284,94.39,2288.86561847908,2451.56411743545,-13.2569416155271,13.1145408163265,1833.96561922245,1668.74683731625,812.952510979577,782.54809763808,651.523508354881,649.77432379006,656.01124180596,171.33,166.58,92.568,74.012,96.7101,96.9592,23.7021486795727,-0.0712003996003068,13.1857412159268,2.81488786775059,2.05269903810922,2.13245274297252,44.4303037579541,20191.0787158723,20790.1905277998,20191.0787158723,13.2569416155271,13.1145408163265,2.81488786775059,2.89964914345495,2.05269903810922,2.13245274297252,2.69813534631282,2.08478591624877,44.4303037579541,41.3206550449023
"23","F24",23,"f",1852.20083033131,1642.94621963989,795.029104771014,744.884362936635,1931.47979454355,1689.35160248096,782.35614310236,717.056142796625,668.789010498173,665.037781279232,703.022382542094,652.253367461828,650.563891616907,699.103491518857,170.16,167.632,163.456,161.156,89.137,85.682,74.319,75.474,103.329,92.0846,113.275,101.954,1455.61141798697,1428.4889836267,-15.5013651774731,-16.8317095907438,1852.20083033131,1642.94621963989,795.029104771014,744.884362936635,668.789010498173,665.037781279232,703.022382542094,170.16,163.456,89.137,74.319,97.7068,107.6145,14.4205020080683,-16.1665373841084,16.1665373841084,2.76948454782717,2.06652336345987,2.20563929300748,45.4672817149569,20988.2042621868,23149.086579029,20988.2042621868,15.5013651774731,16.8317095907438,2.76948454782717,2.96124158325114,2.06652336345987,2.20563929300748,2.59674971858992,2.35595443878668,45.4672817149569,46.8328824244831
"24","F25",24,"f",1941.8517677104,1689.31411825776,829.855359595273,800.51263573909,2026.21445359888,1704.62077894176,835.093448123024,807.489619727344,673.167960005471,667.468539485543,638.600610421506,695.236215624764,690.777698741868,681.862778392297,175.728,185.066,164.39,171.479,86.719,92.68,77.671,78.799,82.3298,89.083,104.654,92.438,2222.45734291366,2020.81254556887,-11.249391960211,12.5410724592795,1941.8517677104,1689.31411825776,829.855359595273,800.51263573909,673.167960005471,667.468539485543,638.600610421506,175.728,164.39,86.719,77.671,85.7064,98.546,21.2163494424127,0.645840249534259,11.8952322097452,2.88464674951942,2.03567296243246,2.1102903849832,47.2480077863617,22938.0636763793,23941.96964044,22938.0636763793,11.249391960211,12.5410724592795,2.88464674951942,2.91442592900321,2.03567296243246,2.1102903849832,2.46768357178645,2.11101262145925,47.2480077863617,45.95256562028
"25","F26",25,"f",1712.90801464644,1558.29470499806,833.932887276908,829.012597944818,1725.05539016259,1631.12694298451,829.782059489116,814.331662562416,698.218793574199,696.432282850644,697.368928432493,718.6953896516,716.020350555746,781.769084985939,167.182,174.51,161.637,171.555,97.446,99.581,64.191,71.974,88.4819,77.1871,105.91,85.6897,1994.85575579044,2311.39090460846,-14.0912695884826,9.41283139435624,1712.90801464644,1558.29470499806,833.932887276908,829.012597944818,698.218793574199,696.432282850644,697.368928432493,167.182,161.637,97.446,64.191,82.8345,95.79985,21.5312333019945,-2.33921909706319,11.7520504914194,2.45325395192819,1.86860924754564,1.87969966784725,39.7130607472299,18152.1178111447,17346.134470747,18152.1178111447,14.0912695884826,9.41283139435624,2.45325395192819,2.40025943536223,1.86860924754564,1.87969966784725,2.27804550767097,2.003025324905,39.7130607472299,41.9538923377343
"26","F28",26,"f",1920.53931732339,1647.5273780669,789.356272012201,743.738596224461,1914.70937132349,1667.14946321708,798.913582493125,754.675955082305,607.241607376009,604.665725820716,640.153386412579,634.732027616194,633.936857838023,632.841967153168,152.139,155.241,144.867,148.363,82.796,87.191,62.071,61.172,77.1436,79.258,91.0041,102.074,1918.64972113624,1979.51821249854,-10.4451364818024,-12.4874743973531,1920.53931732339,1647.5273780669,789.356272012201,743.738596224461,607.241607376009,604.665725820716,640.153386412579,152.139,144.867,82.796,62.071,78.2008,96.53905,19.4908396681739,-11.4663054395778,11.4663054395778,3.16272681910312,2.08717842181336,2.21519682645282,42.8468871447604,25461.0868547357,24710.4195563179,25461.0868547357,10.4451364818024,12.4874743973531,3.16272681910312,3.01656334959872,2.08717842181336,2.21519682645282,2.62983519983792,2.20909312399553,42.8468871447604,41.2313043009376
"27","M01",27,"m",2020.45765227015,1745.0506655639,802.130940261626,753.632965941095,1732.41751782993,1614.5258349946,813.417481985727,770.252652280737,611.64635558111,610.27887864961,619.607227217147,497.415356505542,496.297009160961,494.47803877661,156.504,112.471,151.193,111.385,85.52,72.248,65.673,39.137,99.0367,87.1212,99.0367,87.1212,1869.50882118727,1435.14413179787,11.8487629211332,18.6267852561361,2020.45765227015,1745.0506655639,802.130940261626,753.632965941095,611.64635558111,610.27887864961,619.607227217147,156.504,151.193,85.52,65.673,93.07895,93.07895,16.5232647649257,15.2377740886347,15.2377740886347,3.30331021158552,2.17551845711715,2.31551795692055,43.4365347602072,27000.2521586118,26945.0146436594,27000.2521586118,11.8487629211332,18.6267852561361,3.30331021158552,3.48283882910363,2.17551845711715,2.31551795692055,3.25314439779541,2.0960990270062,43.4365347602072,35.1366880639224
"28","M02",28,"m",1989.4911491022,1734.59664611978,850.42139369609,824.79771345498,1983.34722551751,1728.78093058461,860.23832404747,835.488533407312,666.70084421761,665.146037436562,669.934695561289,676.071953179498,674.271517342999,674.861982956469,176.342,180.53,169.103,172.887,97.434,98.502,71.669,74.385,95.3495,72.7127,82.0602,81.5661,2406.57489736678,3528.76260758667,10.2669861096156,14.683205104905,1989.4911491022,1734.59664611978,850.42139369609,824.79771345498,666.70084421761,665.146037436562,669.934695561289,176.342,169.103,97.434,71.669,84.0311,81.81315,29.6766875247672,12.4750956072603,12.4750956072603,2.98408374064221,2.03969074505629,2.10305705001747,42.38186194213,23406.2969453883,22752.8166777606,23406.2969453883,10.2669861096156,14.683205104905,2.98408374064221,2.93363334507522,2.03969074505629,2.10305705001747,2.56392400704832,2.06918570567839,42.38186194213,43.0252130003991
"29","M03",29,"m",1901.46556258718,1729.53212670364,844.869971925266,774.892435039725,1840.72237903493,1673.6271042096,830.414728501368,780.378970161785,626.9744573005,623.53949101638,641.331179032859,636.557053820835,633.830343816064,664.058596162581,162.861,164.269,157.022,157.752,86.201,89.17,70.821,68.582,88.6064,93.2339,111.348,114.022,1587.52613280115,1472.34275302933,-12.5822044247536,12.3299169487939,1901.46556258718,1729.53212670364,844.869971925266,774.892435039725,626.9744573005,623.53949101638,641.331179032859,162.861,157.022,86.201,70.821,90.92015,112.685,15.2993444291524,-0.12614373797986,12.4560606867738,3.03276399930889,2.04709858815603,2.23196413914529,45.1025970883061,23025.8899116366,21478.389349612,23025.8899116366,12.5822044247536,12.3299169487939,3.03276399930889,2.89168483482553,2.04709858815603,2.23196413914529,2.64049697294909,2.14463378461189,45.1025970883061,43.4745676758456
"30","M04",30,"m",1950.12892272716,1813.72496495279,871.92574095963,841.722185661431,1928.90554964311,1744.96061155345,864.365429920703,840.364631383882,785.399724203905,781.451803956825,714.728179244761,718.608687865361,717.412778722023,704.97990517424,211.34,189.098,206.894,182.449,102.998,99.478,103.896,82.971,84.65,74.2108,93.8584,79.9839,2392.19429248306,2327.53950431952,-12.2107783740119,10.1791098004252,1950.12892272716,1813.72496495279,871.92574095963,841.722185661431,785.399724203905,781.451803956825,714.728179244761,211.34,206.894,102.998,103.896,79.4304,86.92115,23.5986689840129,-1.01583428679334,11.1949440872186,2.48297632737756,2.0801369655134,2.15477861442793,50.2170193432386,18381.4069777616,20392.9680044505,18381.4069777616,12.2107783740119,10.1791098004252,2.48297632737756,2.68422241786828,2.0801369655134,2.15477861442793,2.43229652901064,2.07643271311873,50.2170193432386,45.4762700809541
"31","M05",31,"m",1853.51542727785,1703.15825049465,819.32828196029,759.445314140977,1890.59366338222,1656.31087625633,814.245644513988,766.229968960357,624.827166438364,621.922513789441,619.2310258134,596.703786623217,593.405991083159,593.508911458481,177.533,162.759,169.172,154.137,86.206,83.184,82.966,70.953,81.826,74.0825,114.641,95.6333,1815.63217655014,1812.98473385362,-11.8877847512785,11.1136530701031,1853.51542727785,1703.15825049465,819.32828196029,759.445314140977,624.827166438364,621.922513789441,619.2310258134,177.533,169.172,86.206,82.966,77.95425,105.13715,18.1430845520188,-0.387065840587705,11.5007189106908,2.96644500565372,2.07872508247823,2.2426344843817,49.0423947225309,20307.8490480517,23189.399041249,20307.8490480517,11.8877847512785,11.1136530701031,2.96644500565372,3.16839561900756,2.07872508247823,2.2426344843817,2.79119338386359,2.16163677140383,49.0423947225309,46.0324256992156
"32","M06",32,"m",1921.52459688134,1683.27635841682,825.526749294655,806.78195547387,1892.88342993038,1707.92381962575,823.852895995397,801.390835884486,573.065571448718,571.276998666588,576.449292112608,558.658750708587,554.420620933688,561.674881936539,149.921,147.149,142.816,138.098,80.756,81.838,62.06,56.26,111.002,89.0114,102.706,89.4678,1329.86534195645,1543.96858179165,17.2090787882546,11.753472772408,1921.52459688134,1683.27635841682,825.526749294655,806.78195547387,573.065571448718,571.276998666588,576.449292112608,149.921,142.816,80.756,62.06,100.0067,96.0869,14.3691696187405,14.4812757803313,14.4812757803313,3.35306235903109,2.03903308990901,2.08640803998664,43.4545149002913,25853.2431689726,25945.3987697505,25853.2431689726,17.2090787882546,11.753472772408,3.35306235903109,3.38826417294905,2.03903308990901,2.08640803998664,3.08055608889415,2.13119958845141,43.4545149002913,40.7391852162957
"33","M07",33,"m",1743.84863705569,1488.53298267825,846.194668256069,791.495228875216,1789.66729990186,1569.02495276844,851.17145073481,787.594281970675,429.195192232747,428.493887007569,426.717695352231,470.071691643959,469.954784745644,473.122844743838,92.257,108.411,89.984,104.99,60.856,67.396,29.128,37.594,67.2002,69.2026,71.5783,81.0929,2024.47245365425,2649.5161821407,-10.0258403330001,9.69889700214433,1743.84863705569,1488.53298267825,846.194668256069,791.495228875216,429.195192232747,428.493887007569,426.717695352231,92.257,89.984,60.856,29.128,68.2014,76.3356,23.3699431789747,-0.163471665427903,9.86236866757223,4.06306656881196,1.75909047707188,1.88065945109181,32.3701991465149,33794.9865416185,30506.8010699876,33794.9865416185,10.0258403330001,9.69889700214433,4.06306656881196,3.80722202956519,1.75909047707188,1.88065945109181,3.33867215250856,1.9921741290992,32.3701991465149,35.8072197352129
"34","M08",34,"m",1767.68606784038,1508.11744842966,830.452252751475,794.853926869476,1805.67968785164,1591.59697158075,823.585531287431,779.448275788882,630.493111061098,627.965681363315,667.570081728265,650.845938349707,647.044441414193,692.256169060981,154.853,159.517,146.995,153.135,91.349,91.114,55.646,62.021,74.7681,67.078,76.4045,78.7233,2286.63657033916,2993.074343734,-10.8337583678674,9.32986536107711,1767.68606784038,1508.11744842966,830.452252751475,794.853926869476,630.493111061098,627.965681363315,667.570081728265,154.853,146.995,91.349,55.646,70.92305,77.5639,26.3985545703658,-0.751946503395138,10.0818118644723,2.80365643466814,1.81601945618539,1.8973516987824,37.85570937787,21257.2810941665,21291.53449649,21257.2810941665,10.8337583678674,9.32986536107711,2.80365643466814,2.77435807993232,1.81601945618539,1.8973516987824,2.45979544790172,2.04195329057581,37.85570937787,40.5008652496163
"35","M09",35,"m",1889.93217576848,1616.79482188588,835.388834869727,798.425761860474,1844.97726639707,1591.31887930515,829.327364946436,806.714483055468,641.609194313608,634.100530592899,656.501848482011,712.731000596281,708.215359863992,696.641916953657,163.108,178.731,150.719,168.149,88.026,94.78,62.693,73.369,81.1067,81.97,81.1067,90.7777,2185.77060628016,2394.43179994117,-11.7001630097662,12.6900331300121,1889.93217576848,1616.79482188588,835.388834869727,798.425761860474,641.609194313608,634.100530592899,656.501848482011,163.108,150.719,88.026,62.693,81.53835,85.9422,22.9010120311067,0.494935060122957,12.1950980698891,2.94561267593793,1.93537997444987,2.02497827489742,41.5959500792866,23698.6951147831,20243.6001018264,23698.6951147831,11.7001630097662,12.6900331300121,2.94561267593793,2.58860252304661,1.93537997444987,2.02497827489742,2.24694205956046,1.9725924261059,41.5959500792866,43.6333252056212
"36","M10",36,"m",2115.33145777252,1885.11626977144,846.748904013462,811.163688428643,2081.31651719891,1824.00630403297,842.733170907612,818.248015877331,754.59462791002,755.364703718422,690.202686314021,751.040591811048,747.705936072645,708.761726163751,223.442,218.736,215.297,208.753,95.576,97.513,119.721,111.24,82.1326,89.5268,122.758,129.493,2616.11959835408,2157.55185635184,-11.6751862170922,11.3428441110886,2115.33145777252,1885.11626977144,846.748904013462,811.163688428643,754.59462791002,755.364703718422,690.202686314021,223.442,215.297,95.576,119.721,85.8297,126.1255,23.8683572735296,-0.166171053001791,11.5090151640904,2.80326864190816,2.22629903721903,2.32396530646388,55.6073702838405,20783.5091814656,20751.2152867983,20783.5091814656,11.6751862170922,11.3428441110886,2.80326864190816,2.77124371158163,2.22629903721903,2.32396530646388,2.43947013930855,2.22916068067364,55.6073702838405,53.2878569409781
"37","M11",37,"m",1769.14140067915,1536.87948640647,867.028080615616,826.472286088843,1825.87722444254,1592.48511323058,839.051961964812,815.142956173223,510.012234922936,508.863231030889,512.308441512273,543.684633176137,541.270447524177,559.798034766738,124.598,137.687,116.444,129.292,74.949,78.07,41.495,51.222,76.4543,74.674,92.7047,91.4667,1482.86698757761,1836.25723322215,-10.5839609059195,10.6315669580569,1769.14140067915,1536.87948640647,867.028080615616,826.472286088843,510.012234922936,508.863231030889,512.308441512273,124.598,116.444,74.949,41.495,75.56415,92.0857,16.5956211039988,0.0238030260687045,10.6077639319882,3.46882149003048,1.7725832885542,1.85956566514713,35.6351550960118,26878.6824189911,25785.2584749095,26878.6824189911,10.5839609059195,10.6315669580569,3.46882149003048,3.35833884760729,1.7725832885542,1.85956566514713,2.94212462645015,1.95362678554774,35.6351550960118,39.6173003743464
"38","M12",38,"m",2166.05563147764,1868.98680349033,828.252455089026,736.682162822883,2133.27041785189,1869.36505057439,833.692823922576,771.112626819848,736.942114406567,736.857369347606,701.998864674759,713.159681493622,712.545867144691,667.535788085025,214.442,210.942,202.697,198.855,92.126,90.253,110.571,108.602,81.1401,73.0784,122.47,112.777,2137.26721436338,2339.86262184109,-11.5947556444698,10.295052406176,2166.05563147764,1868.98680349033,828.252455089026,736.682162822883,736.942114406567,736.857369347606,701.998864674759,214.442,202.697,92.126,110.571,77.10925,117.6235,22.3856491810223,-0.649851619146905,10.9449040253229,2.93924799401902,2.25654242496563,2.53703279081522,54.5498946703701,23146.8497247418,22885.2313277614,23146.8497247418,11.5947556444698,10.295052406176,2.93924799401902,2.99129419849427,2.25654242496563,2.53703279081522,2.62350135867786,2.42424385953043,54.5498946703701,54.6136632219456
"39","M13",39,"m",2018.41850300501,1748.08196263276,825.280201490984,778.817511187187,1865.20834538182,1686.92407641038,819.166951849256,783.797164002573,571.626187268167,568.848611612473,574.794561367401,619.931025780692,616.451237814351,624.668627727275,147.099,155.969,140.891,151.047,79.818,86.113,61.073,64.934,87.12,84.2677,90.4871,101.939,1874.3167971825,2054.38468124267,11.5749475194643,9.14134927264246,2018.41850300501,1748.08196263276,825.280201490984,778.817511187187,571.626187268167,568.848611612473,574.794561367401,147.099,140.891,79.818,61.073,85.69385,96.21305,19.6435073921258,10.3581483960534,10.3581483960534,3.53101125868839,2.11816781679071,2.24453345940832,43.3476943168833,28916.0645695822,23032.5804000212,28916.0645695822,11.5749475194643,9.14134927264246,3.53101125868839,3.00873527507827,2.11816781679071,2.24453345940832,2.7365085394125,2.15224570065533,43.3476943168833,42.9892682410111
"40","M14",40,"m",1983.38005856291,1829.80421981615,848.308292241093,815.421157923537,1975.13956543152,1749.6692291036,868.136772000818,852.30673515754,681.266852525037,678.839216882223,716.832078498329,701.680395830446,698.448027325341,708.47898339052,186.157,195.01,179.313,185.371,97.835,103.703,81.478,81.668,88.2687,73.3347,88.2687,79.4913,2405.11197612828,2872.53511749893,-12.2962596642753,11.1771958970295,1983.38005856291,1829.80421981615,848.308292241093,815.421157923537,681.266852525037,678.839216882223,716.832078498329,186.157,179.313,97.835,81.478,80.8017,83.88,26.388235468136,-0.559531883622904,11.7367277806524,2.91131155319202,2.15700381164742,2.24399894709101,45.4389809997044,21938.1553858616,21045.2352467916,21938.1553858616,12.2962596642753,11.1771958970295,2.91131155319202,2.81487066927945,2.15700381164742,2.24399894709101,2.50508149590435,2.05286331426232,45.4389809997044,44.0565136941593
